766192484,3
766192485,7
766192486,8
766192487,9
766192488,7
766192489,8
766192490,8
766192491,7
766192492,2
766192493,2
766192494,2
766192495,0
766192496,8
766192497,8
766192498,7
766192499,1
766192500,4
766192501,4
766192502,9
766192503,8
766192504,2
766192505,8
766192506,0
766192507,1
766192508,8
766192509,2
766192510,7
766192511,7
766192512,1
766192513,2
766192514,7
766192515,7
766192516,8
766192517,2
766192518,2
766192519,2
766192520,2
766192521,4
766192522,7
766192523,8
766192524,0
766192525,9
766192526,8
766192527,0
766192528,2
766192529,8
766192530,2
766192531,4
766192532,7
766192533,5
766192534,4
766192535,4
766192536,2
766192537,2
766192538,8
766192539,2
766192540,7
766192541,2
766192542,2
766192543,7
766192544,0
766192545,0
766192546,7
766192547,4
766192548,4
766192549,4
766192550,2
766192551,7
766192552,2
766192553,1
766192554,8
766192555,8
766192556,0
766192557,1
766192558,2
766192559,7
766192560,2
766192561,2
766192562,7
766192563,8
766192564,7
766192565,2
766192566,4
766192567,7
766192568,5
766192569,2
766192570,8
766192571,4
766192572,9
766192573,8
766192574,0
766192575,2
766192576,4
766192577,2
766192578,2
766192579,2
766192580,1
766192581,0
766192582,7
766192583,0
766192585,7
766192586,1
766192587,7
766192588,2
766192589,2
766192590,2
766192591,7
766192592,8
766192593,7
766192594,2
766192595,8
766192596,9
766192597,4
766192598,4
766192599,2
766192600,7
766192601,2
766192602,2
766192603,3
766192604,4
766192605,4
766192606,0
766192607,2
766192608,1
766192609,7
766192610,8
766192611,2
766192612,5
766192613,8
766192614,8
766192615,8
766192616,2
766192617,7
766192618,7
766192619,9
766192620,8
766192621,7
766192622,8
766192623,0
766192624,2
766192625,8
766192626,7
766192627,2
766192628,7
766192629,7
766192630,2
766192631,7
766192632,7
766192633,7
766192634,8
766192635,8
766192636,2
766192637,0
766192638,8
766192639,5
766192640,0
766192641,7
766192642,8
766192643,0
766192644,1
766192645,7
766192646,7
766192647,0
766192648,0
766192649,8
766192650,4
766192651,4
766192652,0
766192653,8
766192654,7
766192655,1
